"title","asin","brand","stars","reviewsCount","thumbnailImage","breadCrumbs","description","price","price/currency","price/value","url"
"GUNA Matrix, 1 Fluid Ounce","B005T6Y04M","GUNA","4.1","72","https://m.media-amazon.com/images/I/51fRg4LfYmL._AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Health Care > Over-the-Counter Medication > Pain Relievers > Alternative Pain Relief",,,"$","31.99","https://www.amazon.com/dp/B005T6Y04M"
"Divi Volumizing Conditioner for Women and Men - Lightweight Volume Conditioner for Fine Hair - Designed to Strengthen and Protect the Hair from Damage","B0CKKKW822","Divi","4.3","168","https://m.media-amazon.com/images/I/31fxeXJH3yL._SX342_SY445_QL70_FMwebp_.jpg","Beauty & Personal Care > Hair Care > Shampoo & Conditioner > Conditioners",,,"$","32","https://www.amazon.com/dp/B0CKKKW822"
"Zazzy Bandz Curly Thick Hair Headband Sunglasses - Medium & Large Head Size Duo Pack - Viral Headband - Bold Colors (Combo Two-Pack: Original + Relaxed, Olive)","B07XMGZR3G","Zazzy Bandz","3.2","1841","https://m.media-amazon.com/images/I/313NchUOelL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Hair Care > Hair Accessories > Headbands",,,"$","28","https://www.amazon.com/dp/B07XMGZR3G"
"Herpafend - Advanced Outb.Reak Defense Formula, 60 Count / 30SV","B0FY38NM1N","Generic","3","4","https://m.media-amazon.com/images/I/51SK9wdDF1L._AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Oral Care > Baby & Child Dental Care > Children's Dental Care > Manual Toothbrushes","herpa.fend advanced outb.reak defense formula",,"$","39.99","https://www.amazon.com/dp/B0FY38NM1N"
"Versed Everyday Clean Routine Travel Essentials 3-Piece Skincare Set - Dew Point Gel Cream (2 fl oz), Good Hair Day Black Headband & Day Dissolve Cleansing Balm (2.3 oz) - Non-Toxic + Vegan","B0CJKZFVSV","Versed","4.7","18","https://m.media-amazon.com/images/I/31SSVfNHsiL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Facial Kits","The Official ‘Get (Un)ready With Me’ Routine. Get your self care on with this purifying and hydrating travel skincare kit. Featuring a trio of cult favorites, it has all the essentials you need for creating a soothing, spa-like skincare routine at home. Day Dissolve Cleansing Balm - Take off every trace of the day while maintaining skin’s moisture barrier with this cleansing makeup melting balm. Infused with avocado oil, this nourishing balm melts into a rich, luxurious milk that effortlessly whisks away makeup and grime with no oily residue left behind. Good Hair Headband for Makeup, Skincare, & Cleansing - It’s the viral accessory on everyone’s wishlist. Made with plush terrycloth to keep hair dry and off your face during your skincare routine, the highly coveted bubble headband is available exclusively in this stocking stuffer set for a limited time. Dew Point Moisturizing Gel Cream - This lightweight moisturizer has a jelly-like formula that absorbs instantly, leaving skin refreshed and bouncy. Aloe leaf juice and green tea extract help relieve feelings of dryness and irritation without clogging pores.",,"$","46","https://www.amazon.com/dp/B0CJKZFVSV"
"Sour Gushers, Super Sour Viral Gushers, Irresistable Extra Sour Gummy Candy, Blue Raspberry Flavor, Wild Cherry Flavor, Tiktok Viral Candy Sweet & Sour [Choose The Flavor & Size] (2 Pounds (32 oz), Sour Wild Cherry)","B0DSS7BM4R","Freeze Munch","4.3","228","https://m.media-amazon.com/images/I/610WXFOfvaL._SY300_SX300_QL70_FMwebp_.jpg","Grocery & Gourmet Food > Snacks & Sweets > Candy & Chocolate > Sour Candy","Indulge in the tangy sweetness of Freeze Munch Sour Gusher, a delightful treat for candy lovers. Made with love in the USA by Freeze Munch, these gummy candy are sure to tantalize your taste buds with their unique blend of flavors. Perfect for satisfying cravings or as a fun snack to share with friends and family. No age warning makes it suitable for all ages to enjoy! Get ready for a flavor-packed experience with Best Sour flavored Gushers! Enjoy the ideal mix of tangy and sweet with every bite of our EXTRA SOUR Gushers. These bite-sized gummies deliver an exciting burst of intense sour flavors, offering the perfect balance for those who love a mouth-puckering, bold taste. If you're a fan of daring and adventurous treats, these irresistibly sour candy bites are made just for you! We have several flavors and sizes to choose from to fit everyone's preferences. Flavors are not limited to Sour Blue Raspberry, Sour WIld Cherry, & Chamoy Tajin Enchiladas. Sizes goes from 4oz to a whopping 2 Pounder (32 oz) to choose from.",,"$","38.99","https://www.amazon.com/dp/B0DSS7BM4R"
"Beauty Pops by Love & Pebble | Turmeric Mask Glow Enzyme Jar Refill | Viral On TikTok| As seen on Shark Tank | Korean Face Mask Skin Care made with turmeric aloe banana papaya- Jar only","B09PH2L67Y","Love & Pebble","4.5","20","https://m.media-amazon.com/images/I/21JvoOhjksL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Treatments & Masks > Masks",,,"$","29.99","https://www.amazon.com/dp/B09PH2L67Y"
"Celgen Advanced Hair Tonic – Scalp Clarifying Spray for Hair Thickening - Soothing Deep Clean Tonic for Thinning Scalp, Nourishing Daily Care with Menthol Refresh and Botanical Extracts (5.07 fl oz)","B0BR3MM77J","CELGEN","4.5","25","https://m.media-amazon.com/images/I/31ct0yzktdL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Hair Care > Scalp Treatments",,,"$","38","https://www.amazon.com/dp/B0BR3MM77J"
"Guna Pain Management Relieves Muscle Pain, Muscle Soreness, Joint Pain, Swelling from Injuries & Bruises - 1 Ounce","B098TPH4ZS","GUNA","4.3","12","https://m.media-amazon.com/images/I/71vDMCyeDHL._AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Health Care > Over-the-Counter Medication > Pain Relievers > Alternative Pain Relief",,,"$","29.93","https://www.amazon.com/dp/B098TPH4ZS"
"Dr. Rydland's Herbal Supplement | Created by KidsWellness | Safe and Effective for Infants to Adults| Detox & Skin | Relieves Eczema, Rosacea, Acne and Viral Skin Rashes | 4 Ounce Bottle","B07PF1FGSC","Dr. Rydland's","4.4","45","https://m.media-amazon.com/images/I/81tsk4iyWvL._AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Health Care > Over-the-Counter Medication > Eczema, Psoriasis & Rosacea Care",,,"$","49.99","https://www.amazon.com/dp/B07PF1FGSC"
"medicube Viral Serum Duo for Clear and Plump Skin: Kojic Acid Turmeric and Salmon DNA Pink Serum for Uneven Skin Tone & Texture Care | Korean Skincare, Giftable Skincare Set, Stocking Stuffers","B0G1SK92W1","medicube",,,"https://m.media-amazon.com/images/I/31KR6pMkPXL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Treatments & Masks > Serums","medicube Viral Serum Duo for Clear and Plump Skin: Kojic Acid Turmeric Serum and Salmon DNA Pink Serum for Uneven Skin Tone & Texture Care | Korean Skincare, Giftable Skincare Set, Stocking Stuffers, Gifts for her",,"$","29","https://www.amazon.com/dp/B0G1SK92W1"
"ISOI NDS Point Shot 2000 Ampoule, 8X Cera-Peptide Skin Booster with PDRN, Korean Skin Care (1.28 fl.oz, 38ml)","B0F5H6QVQG","ISOI","4.7","24","https://m.media-amazon.com/images/I/31Zc5Kw0M6L._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Treatments & Masks > Serums",,,"$","37.99","https://www.amazon.com/dp/B0F5H6QVQG"
"medicube Viral Serum Duo for Clear and Plump Skin: Kojic Acid Turmeric and PDRN Rose Pink Serum for Radiant Glow and Uneven Skin Tone & Texture Care | Giftable Skincare Set","B0G1SG2X5H","medicube","5","2","https://m.media-amazon.com/images/I/31B31RU7ZfL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Treatments & Masks > Serums","medicube Viral Serum Duo for Clear and Plump Skin: Kojic Acid Turmeric Serum and PDRN Rose Pink Serum for Radiant Glow | Giftable Skincare Set",,"$","34.02","https://www.amazon.com/dp/B0G1SG2X5H"
"medicube Viral Collagen Big Size Duo: Collagen Jelly Cream 110ml and Triple Collagen Cream | Niacinamide, Hyaluronic Acid for Glowing, Fimer-Looking Skin","B0FH6ZH8DX","medicube","4.8","16","https://m.media-amazon.com/images/I/31cLPdN901L._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Creams & Moisturizers > Face Moisturizers","medicube Viral Collagen Big Size Duo: Collagen Jelly Cream 110ml and Triple Collagen Cream | Niacinamide, Hyaluronic Acid for Glowing, Fimer-Looking Skin | Korean Skincare Set",,"$","35.89","https://www.amazon.com/dp/B0FH6ZH8DX"
"Guna Male Balance Homeopathic Prostate Support, Urinary Tract Support - 1 Ounce","B09B1DKY2J","GUNA","4.5","4","https://m.media-amazon.com/images/I/71jzZpNDWLL._AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Health Care > Over-the-Counter Medication > Pain Relievers > Urinary Tract Infection Treatments",,,"$","29.78","https://www.amazon.com/dp/B09B1DKY2J"
"Undiagnosed But Something Ain't Right Bear Me Neurodivergent Throw Pillow","B0G3MHX5YS","Viral Trendy Bear Graphic Novelty Tees",,,"https://m.media-amazon.com/images/I/61Re2C+NLSL._AC_SY300_SX300_QL70_FMwebp_.jpg","Home & Kitchen > Bedding > Decorative Pillows, Inserts & Covers > Throw Pillows","This Undiagnosed But Something Ain't Right Bear Me Neurodivergent item is designed by Viral Trendy Bear Graphic Novelty Tees.",,"$","39.99","https://www.amazon.com/dp/B0G3MHX5YS"
"VIREX Diversey CBD540540 All Purpose Liquid Disinfectant Cleaner- Kills 99.9% of Germs and Eliminates Odors, Lemon Scent, Ready-to-Use Spray, 32-Ounce (Pack of 4)","B077S62GYP","VIREX","4.7","1496","https://m.media-amazon.com/images/I/41jHGNGZtrL._SX342_SY445_QL70_FMwebp_.jpg","Health & Household > Household Supplies > Household Cleaning > Disinfectant Sprays & Liquids","A ready-to-use, quaternary-based, hospital-grade disinfectant that provides excellent cleaning and deodorizing in one step. Disinfects in three minutes. Bactericide, Tuberculocide, Virucide, fungicide. Kills Norovirus, VRE, Human Coronavirus and MRSA. Meets bloodborne pathogen standards for decontaminating blood and body fluids. Colorless with a lemon scent.",,,,"https://www.amazon.com/dp/B077S62GYP"
"Natural Wellbeing Trilex Essentials for Cold Sores - with Lysine, St. John's Wort (Hypericin) for Smooth and Healthy Lips - Herbal Supplement 90 Veg caps","B00B88UETK","Natural Wellbeing","4.3","147","https://m.media-amazon.com/images/I/71MTzJxEBzL._AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Vitamins, Minerals & Supplements > Herbal Supplements > St. John's Wort",,,"$","34.95","https://www.amazon.com/dp/B00B88UETK"
"Herbalista Viral Herbal Hair Care Bundle – Shampoo & Conditioner Set 500ml (16.9 fl oz) Each – With Real Botanicals – Strengthens, Nourishes & Smooths – 100% Natural & Handcrafted","B0FMXHB3C3","HERBALISTA","3","2","https://m.media-amazon.com/images/I/518RVjtWYKL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Hair Care > Shampoo & Conditioner > Shampoos","Herbalista Viral Herbal Hair Care Bundle – Shampoo & Conditioner Set (500ml Each)Real Botanicals for Stronger, Softer, and Healthier Hair – 100% Natural & HandcraftedTransform Your Hair Ritual with HerbalistaDiscover the perfect duo for your hair’s health and beauty. The Herbalista Viral Herbal Shampoo and Conditioner set combines the power of real plant ingredients and rich botanical extracts to cleanse, strengthen, nourish, and deeply hydrate every strand. Handcrafted with care, this bundle brings the best of nature to your daily hair care routine.Why This Bundle is a Must-Have:Shampoo with Real Botanicals: Packed with visible pieces of rosemary, cinnamon, anise, clove, aloe, ginger, and eucalyptus for an authentic herbal experience. Strengthens roots, reduces breakage, and promotes healthy growth.Conditioner Infused with Nourishing Oils: Enriched with flaxseed extract, coconut oil, aloe, vitamin E, and olive oil to restore moisture, soften, and detangle hair while providing lasting protection.Aromatic Herbal Sensation: Refresh your senses with the crisp, herbaceous scent of eucalyptus and warm cinnamon, turning every wash into a revitalizing ritual.Clean Beauty, Handcrafted with Love: No parabens. No sulfates. No artificial additives. Just honest, natural ingredients and artisan craftsmanship in every bottle.For All Hair Types: Whether you have curly, coily, straight, thick, or fine hair, this set is designed to bring out your hair’s natural beauty, leaving it healthy, smooth, and radiant.Treat your hair to the Herbalista experience and indulge in the combined benefits of real herbs and botanical oils. Your hair will thank you.-----------------------------------------------------------------------------------------Paquete Herbalista Viral de Cuidado Capilar – Set de Shampoo y Acondicionador (500ml Cada Uno)Botánicos Reales para un Cabello Más Fuerte, Suave y Saludable – 100% Natural y ArtesanalTransforma Tu Rutina Capilar con HerbalistaDescubre el dúo perfecto para la salud y belleza de tu cabello. El set de Shampoo y Acondicionador Herbalista Viral combina el poder de ingredientes reales y extractos botánicos para limpiar, fortalecer, nutrir e hidratar profundamente cada hebra. Elaborado artesanalmente, este paquete trae lo mejor de la naturaleza a tu cuidado diario.Por Qué Este Paquete es un Must-Have:Shampoo con Botánicos Reales: Con trozos visibles de romero, canela, anís, clavo, sábila, jengibre y eucalipto para una experiencia herbal auténtica. Fortalece las raíces, reduce la caída y estimula el crecimiento natural.Acondicionador Enriquecido con Aceites Naturales: Con extracto de linaza, aceite de coco, sábila, vitamina E y aceite de oliva para hidratar, suavizar y desenredar el cabello, ofreciendo protección duradera.Aroma Herbal Revitalizante: Disfruta del frescor del eucalipto y la calidez de la canela, convirtiendo cada lavado en un ritual sensorial.Belleza Limpia y Artesanal: Sin parabenos. Sin sulfatos. Sin aditivos artificiales. Solo ingredientes puros y una elaboración artesanal en cada botella.Para Todo Tipo de Cabello: Rizado, lacio, grueso o fino — este set está diseñado para resaltar la belleza natural del cabello, dejándolo suave, saludable y lleno de vida.Dale a tu cabello la experiencia Herbalista y disfruta de los beneficios combinados de las hierbas reales y los aceites botánicos. Tu melena te lo agradecerá.",,"$","39.99","https://www.amazon.com/dp/B0FMXHB3C3"
"La Pure Korean Toner Pads, Large, 100 Ct, with Witch Hazel, Centella Asiatica & Niacinamide, Alcohol-Free, Gentle Exfoliating Pore & Dark Spot Care","B0DHFP9W31","LA PURE","4.7","156","https://m.media-amazon.com/images/I/418ZL8kPw2L._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Toners & Astringents",,,"$","35.99","https://www.amazon.com/dp/B0DHFP9W31"
"medicube Korean Viral Duo for Glass Glow Skin: Zero Pore Pads 2.0 and Collagen Overnight Wrapping Peel Off Facial Mask Pack and Jelly Brush","B0DSZW144Q","Medicube","4.7","69","https://m.media-amazon.com/images/I/31Bkveqdx1L._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Treatments & Masks > Masks","Medicube Zero Pore Pads 2.0, Dual-Textured Facial Toner Pads for Exfoliation and Pore Care with 4.5% AHA Lactic Acid & 0.45% BHA Salicylic Acid, Ideal for All Skin Types, Korean Skin Care (70 Pads) and Medicube Collagen Overnight Wrapping Peel Off Facial Mask Pack - Elasticity & Hydration Care, Reduces Sagging & Dullness - Hydrolyzed Collagen For Glowing Skin - Korean Skin Care, 2.53 fl.oz and Medicube Jelly Brush | Mask Application Tool for Even Coverage | Skincare Enhancer | Durable Silicone | Easy to Clean | Face Mask Applicator | All Skin Types | Kbeauty Accessory | 1 Piece",,"$","36.71","https://www.amazon.com/dp/B0DSZW144Q"
"Guna Allergy T for Relief from Allergy Symptoms of Sneezing, Runny Nose, Itchy Eyes and Watery Eyes - 1 Ounce","B00GOKSM64","GUNA","4.2","49","https://m.media-amazon.com/images/I/51TpvjCfpaL._AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Health Care > Over-the-Counter Medication > Allergy, Sinus & Asthma > Allergy Medicine",,,"$","32.95","https://www.amazon.com/dp/B00GOKSM64"
"B.e - B.o.dy'Wise 3%-Rosemary 3%-RedensyI & 2%-Anagaln Hair & Beard Growth Serum (Roll On) Prevents Hair Fall & Stimulates Hair Follicles|For All Hair Types |TikTok Viral","B0G4ML45QQ","Generic",,,"https://m.media-amazon.com/images/I/31uZAtQ2AsL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Hair Care > Hair Loss Products > Hair Regrowth Treatments","Product Description : b.e b.od.yw.ise Rosemary Hair Serum {Roll On} | Thicker & Stronger Hair/Beard | Prevents Hair Fall & Boosts Hair Follicles | For All Hair Types | 25ml",,"$","38","https://www.amazon.com/dp/B0G4ML45QQ"
"1.05Oz / 50g - Bio India Hamamealies Vir Ointment, Pack of 1","B0F91HPSY2","Generic",,,"https://m.media-amazon.com/images/I/61Jq8qfQvuL._AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Health Care > Alternative Medicine > Ayurveda","Bio India Hamamealies Vir Ointment - Hamamealies Vir Ointment - orignal Hamamealies Vir Ointment - pure Hamamealies Vir Ointment - ayurvedic Hamamealies Vir Ointment",,"$","32.99","https://www.amazon.com/dp/B0F91HPSY2"
"MIGUHARA Viral Daily Glass Skin : Rose Collagen Glow Multi Balm with Wrapping Peel-off Mask Bundle","B0DZXDCC5V","MIGUHARA",,,"https://m.media-amazon.com/images/I/31C+Owzk+pL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Creams & Moisturizers > Face Moisturizers","Secret glass skin starts here with our Rose Collagen Glow Multi Balm and Rose Collagen Wrapping Peel-Off Mask Pack line up. A perfect introduction to our K-Beauty essential items ✨",,"$","25","https://www.amazon.com/dp/B0DZXDCC5V"
"Desodorante Tono Natural Spray-Natural Tone Deodorant Spray 3 mega bottles","B0FMQJ64R7","Generic",,,"https://m.media-amazon.com/images/I/41DNGNA32vL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Personal Care > Deodorants & Antiperspirants > Deodorant","Experience a fresh and confident feeling all day long with this Natural Tone Deodorant Spray. This body deodorant provides effective protection while maintaining a subtle, natural scent that won't overpower your personal style. The spray format allows for quick, even application and easy absorption, making it perfect for your daily grooming routine. Whether you're heading to work, hitting the gym, or going out for the evening, this deodorant spray helps you stay fresh and comfortable. The lightweight formula works in harmony with your body's natural chemistry, offering reliable protection when you need it most. Add this versatile deodorant spray to your personal care collection for a dependable solution to staying fresh throughout your busy day.",,"$","29.99","https://www.amazon.com/dp/B0FMQJ64R7"
"Desodorante ivea Clinical Strength Whitening Deodorant – 95% Pure Vitamin C Pack of 3 (1.7 fl oz each) Desodorante ivea Tono Natural roll-on Aclarado Natural Deodorant","B0FRFL97RW","Generic","3.1","2","https://m.media-amazon.com/images/I/31dVXFBZ50L._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Personal Care > Deodorants & Antiperspirants > Antiperspirant Deodorant","ivea tono natural Clinical aclarado natural Desodorante Aclarado Natural 3 Pack Tono Natural Deodorant Even Skin Tone Deodorant Pack of 3 Roll-On Bottles Pure Vitamin C at 95% + Avocado Oil | Alcohol-Free | TikTok Viral Mexico Formula Even Skin Tone Deodorant Pack of 3 Roll-On Bottles Desodorante Tono Natural Aclarado Natural | Vitamin C + Avocado Oil | Alcohol-Free | TikTok Viral Formula This Tono Natural 3-pack roll-on deodorant is specially formulated to help fade dark spots, brighten underarms, and even out skin tone in areas like underarms, elbows, knees, and inner thighs. Inspired by trusted Mexican skincare formulas such as Tono Natural or Aclarado Natural, this deodorant combines Vitamin C and Avocado Oil to nourish, hydrate, and smooth your skin — naturally and gently. Each bottle contains 1.7 fl oz of alcohol-free formula designed for sensitive skin. It offers up to 72-hour antiperspirant protection and leaves you feeling clean and confident all day long. The easy-glide roll-on applicator makes it perfect for daily use, even after shaving. With consistent use — especially morning and night — most users begin to notice brighter skin tone and reduced discoloration by the second bottle. Continuos product usage is reccomended for steady results. This TikTok viral even skin tone deodorant has become a favorite across the U.S. and Latin America. ✔️ 3-Pack Roll-On Deodorant (1.7 fl oz each) ✔️ Tono Natural or Aclarado Natural ✔️ Trusted Across Mexico, Latin America, Viral on TikTok ✔️ Alcohol-Free, Safe for Sensitive Skin ✔️ Vitamin C + Avocado Oil Infused ✔️ Helps Reduce Dark Spots & Uneven Skin Tone —— Español —— Este desodorante en roll-on de 4 piezas ayuda a aclarar las axilas, reducir manchas oscuras, y a emparejar el tono de piel en zonas como axilas, codos, rodillas y entrepiernas. Inspirado en fórmulas confiables de cuidado de la piel mexicano como Tono Natural o Aclarado Natural, está enriquecido con Vitamina C y Aceite de Aguacate para hidratar, suavizar y dar un tono más uniforme a la piel. Cada botella contiene 50 ml (1.7 fl oz) de fórmula sin alcohol, ideal para piel sensible, y ofrece protección antitranspirante de hasta 72 horas. Su aplicador roll-on se desliza fácilmente para un uso diario cómodo, incluso después de rasurarse. Con uso constante — mañana y noche — la mayoría de los usuarios notan resultados visibles desde el segundo frasco. Este desodorante viral en TikTok es muy popular en EE.UU. y América Latina por su efectividad suave, sin irritación y por ayudar a recuperar la confianza.",,"$","29.99","https://www.amazon.com/dp/B0FRFL97RW"
"Cell Fusion C Viral Dark Spot Care Duo — Vita Shot Ampoule + Laser UV Defense Sunscreen SPF 50 Set | Dark Spot Correcting + Sun Protection | Sensitive Skin Safe, Korean Skincare Set","B0G38Y9F57","Cell Fusion C",,,"https://m.media-amazon.com/images/I/31Gdg2fnpoL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Sunscreens & Tanning Products > Sunscreens > Facial Sunscreens","Achieve your brightest, clearest skin with the Cell Fusion C Viral Dark Spot Care Duo, a powerful two-step skincare routine designed to fade dark spots while protecting skin from future pigmentation.",,"$","33","https://www.amazon.com/dp/B0G38Y9F57"
"Sonora Bath & Flame P Louise Blush Viral Bestselling Blush - Bonbon Baby - 100% Authentic","B0CWJL63W7","Sonora Bath & Flame","3.9","5","https://m.media-amazon.com/images/I/31oXPV9jHxL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Makeup > Face > Blush","This lightweight, water-based liquid blush blends effortlessly into the skin, delivering a natural, long-lasting pinky-peach flush. The buildable formula works on all skin tones and can be applied directly with the removable sponge tip or blended out with a brush or fingertips.",,,,"https://www.amazon.com/dp/B0CWJL63W7"
"Desodorante Tono Natural-Natural Tone Antiperspirant Stick with Vitamin C, 48h Protection, Satin Effect, 1.76 oz, Pack of 3","B0FMQJ9VJS","Generic",,,"https://m.media-amazon.com/images/I/31lYQ-kC-FL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Personal Care > Deodorants & Antiperspirants > Deodorant","Discover the innovative Natural Tone Antiperspirant Stick with Satin Effect technology, designed to provide superior 48-hour protection while helping restore your skin's natural tone. This advanced formula combines the power of Vitamin C and Avocado Oil to deliver a soft, smooth sensation while effectively controlling underarm wetness. Each 1.76 oz stick offers a gentle yet effective solution for daily use, featuring a clean, fresh scent. The unique formula helps maintain even skin tone when used consistently. For best results, apply twice daily to clean, dry underarms. This set includes three full-size sticks, making it perfect for home, gym, or travel use. The non-sticky formula glides on smoothly and dries quickly, leaving no white marks on clothes. Suitable for all skin types, this antiperspirant stick provides long-lasting freshness while caring for your delicate underarm skin.",,"$","27.99","https://www.amazon.com/dp/B0FMQJ9VJS"
"Herbalista Viral Bergamot Herbal Shampoo + Conditioner 1000ml (33 fl oz) Each – With 7 Extracts: Rosemary, Ginger, Anise, Green Tea, Horsetail & Cinnamon – Shampoo & Acondicionador Bergamota","B0G43QKWMF","HERBALISTA",,,"https://m.media-amazon.com/images/I/41VOdu5V-0L._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Hair Care > Shampoo & Conditioner > Shampoos","Herbalista Viral Bergamot Herbal Shampoo + Conditioner 🌿 Experience Herbal Hair Care 🌿 Herbalista Viral Bergamot offers a handcrafted formula infused with bergamot and 7 natural extracts. It fortifies, regenerates, and stimulates hair growth. The 1000ml bottle Of Shampoo includes a 1oz herbal bag for enhanced benefits. Perfect for all hair types, it leaves your scalp refreshed and balanced.",,"$","44.99","https://www.amazon.com/dp/B0G43QKWMF"
"nuorganic 24k Instant Face Lift Cream - Advanced Anti-Aging Moisturizer with Plant Stem Cells for Youthful Glow - Cruelty-Free Wrinkle Cream for All Skin - Vegan Beauty Skincare, 50ml 3-Month Supply","B07X13ZNF4","NuOrganic Cosmetics","3.9","470","https://m.media-amazon.com/images/I/413lakPFsHL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Creams & Moisturizers > Face Moisturizers",,,"$","39.95","https://www.amazon.com/dp/B07X13ZNF4"
"Relentless Improvement Active Hexose Correlated Compound Natural Immune Support Mushroom Extract Blend 120ct Support for Viral, NK Cell & Immune Boost, Compare to AHCC","B0108POZK2","Relentless Improvement","4.3","695","https://m.media-amazon.com/images/I/518dKigzy8L._AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household > Vitamins, Minerals & Supplements > Blended Vitamin & Mineral Supplements",,,"$","49.99","https://www.amazon.com/dp/B0108POZK2"
"Vir-gin Cold Pressed Co-conut Oil For Men & Women | Hair Oil For Strong Hair, Improved Scalp Condition | Ideal For All Type Skin & Hair Types - 200ml","B0GHFT2HT4","Generic",,,"https://m.media-amazon.com/images/I/41cEfgi1lvL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Hair Care > Hair Treatment Oils","Vir-gin Cold Pressed Co-conut Oil For Men & Women | Hair Oil For Strong Hair, Improved Scalp Condition | Ideal For All Type Skin & Hair Types - 200ml",,"$","28.76","https://www.amazon.com/dp/B0GHFT2HT4"
"P.CALM Viral Holy Basil Bubble Mask 3EA + Dual Pore Brush Set – Deep Cleansing for Pores & Blackheads with Holy Basil & Carbonated Water","B0F9L1HS5S","P.CALM",,,"https://m.media-amazon.com/images/I/419FOlAxIoL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Treatments & Masks > Masks","Cleanse blackheads, pores, and balance oil with the P.CALM Holy Basil Bubble Mask and Dual Pore Cleansing Brush. Designed to deeply cleanse with carbonated microbubbles.",,"$","48.99","https://www.amazon.com/dp/B0F9L1HS5S"
"Quantum CRM SPR Lysine +","B005P0YKCO","Quantum","4.7","198","https://m.media-amazon.com/images/I/718pFW50xiS._AC_SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Creams & Moisturizers > Face Moisturizers","Cold sores are uncomfortable and embarrassing but a totally normal occurrence given that up to 80 percent of all American adults carry the virus that causes outbreaks. Super Lysine+ Ointment trims healing time by half. Its the leading and most effective herbal nutrient ointment available.",,,,"https://www.amazon.com/dp/B005P0YKCO"
"Glycolic Acid & Lactic Acid Peeling Solution - SKIN PERFECTING 60% AHA Liquid, Professional Grade Chemical Face Peel for Acne Scars, Collagen Boost, Wrinkles, Fine Lines - AHA - 1 fl oz","B08T5HT8M4","Divine Derriere","4.1","162","https://m.media-amazon.com/images/I/415hFrXpsOL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Skin Care > Face > Treatments & Masks > Facial Peels",,,"$","29.95","https://www.amazon.com/dp/B08T5HT8M4"
"Desodorante ivea Tono Natural o Aclarado Barra - ivea Natural Tone Deodorant Stick Pack of 3","B0FMWRWMTZ","Generic",,,"https://m.media-amazon.com/images/I/21aRYfSW-TL._SY300_SX300_QL70_FMwebp_.jpg","Beauty & Personal Care > Personal Care > Deodorants & Antiperspirants > Deodorant","Discover the innovative Natural Tone Antiperspirant Deodorant Stick with Satin Effect technology, designed to provide superior 48-hour protection while helping restore your skin's natural tone. This advanced formula combines the power of Vitamin C and Avocado Oil to deliver a soft, smooth sensation while effectively controlling underarm wetness. Each 1.76 oz stick offers a gentle yet effective solution for daily use, featuring a clean, fresh scent. The unique formula helps maintain even skin tone when used consistently. For best results, apply twice daily to clean, dry underarms. This set includes three full-size sticks, making it perfect for home, gym, or travel use. The non-sticky formula glides on smoothly and dries quickly, leaving no white marks on clothes. Suitable for all skin types, this antiperspirant stick provides long-lasting freshness while caring for your delicate underarm skin.",,"$","27.99","https://www.amazon.com/dp/B0FMWRWMTZ"
